feature	metadata	value	coef	stderr	N	N.not.0	pval	qval
T76	E1	CRC	0.30038856315833	0.266919356001573	55	24	0.26549408353478	0.316064385160452
T72	E1	CRC	-0.266481405463046	0.247181697719765	55	28	0.285880856107537	0.33254759615642
T94	E1	CRC	-0.287329945134581	0.266581856752538	55	31	0.285990932694521	0.33254759615642
T69	E1	CRC	-0.274316768890353	0.261159986757826	55	27	0.298310205517228	0.342885293697963
T99	E1	CRC	-0.27002955587155	0.268122515358312	55	29	0.318456666217206	0.361882575246825
T80	E1	CRC	-0.244004269999511	0.264518278193935	55	30	0.360475470216092	0.405028618220328
T4	E1	CRC	0.207641840594386	0.252218298922186	55	26	0.414047882354141	0.456964553414252
T26	E1	CRC	0.199464915690898	0.243223138738066	55	27	0.415837743606969	0.456964553414252
T10	E1	CRC	-0.199913543182971	0.267986292386123	55	23	0.458972993503288	0.498883688590531
T3	E1	CRC	0.155357690364071	0.252286124810489	55	27	0.540662462453406	0.578225424015162
T25	E1	CRC	-0.157064402260989	0.256882434826029	55	28	0.543531898574253	0.578225424015162
T27	E1	CRC	-0.123564090883721	0.265197290807728	55	28	0.643172900545028	0.677024105836872
T28	E1	CRC	-0.0975482439044739	0.256713017717431	55	29	0.705471755882961	0.734866412378084
T48	E1	CRC	0.0486815342456661	0.269231824986163	55	30	0.857201345739485	0.883712727566479
T1	E1	CRC	-0.0159186856319574	0.269286647099826	55	28	0.953083418007014	0.972534100007157
T50	E1	CRC	0.00988348891066747	0.251860358694229	55	32	0.968844944314873	0.97863125688371
T30	E1	CRC	-0.00147616603044901	0.262546597108768	55	24	0.995535034514181	0.995535034514181
